x,operator,y,=,z
13,*,73,=,949
53,+,82,=,135
4,*,10,=,40
94,-,41,=,53
40,/,20,=,2
15,*,92,=,1380
86,*,20,=,1720
83,/,83,=,1
27,*,53,=,1431
68,*,60,=,4080
54,/,3,=,18
9,+,96,=,105
33,/,11,=,3
10,/,1,=,10
26,/,13,=,2
60,/,12,=,5
19,+,8,=,27
93,*,19,=,1767
78,-,21,=,57
41,*,1,=,41
95,+,8,=,103
17,*,80,=,1360
63,-,80,=,-17
94,/,2,=,47
76,+,99,=,175
83,*,75,=,6225
79,*,39,=,3081
76,*,89,=,6764
61,+,6,=,67
32,-,5,=,27
1,+,31,=,32
14,-,94,=,-80
26,-,83,=,-57
71,-,16,=,55
91,-,46,=,45
47,/,47,=,1
36,+,53,=,89
43,-,81,=,-38
67,-,94,=,-27
94,*,99,=,9306
72,-,87,=,-15
19,-,23,=,-4
75,*,47,=,3525
82,+,39,=,121
94,+,90,=,184
98,/,1,=,98
89,-,57,=,32
41,/,1,=,41
90,/,1,=,90
80,-,28,=,52
31,/,1,=,31
30,-,39,=,-9
78,+,18,=,96
58,-,65,=,-7
83,+,69,=,152
71,*,82,=,5822
85,-,49,=,36
85,+,28,=,113
95,+,91,=,186
36,+,55,=,91
30,-,23,=,7
76,-,24,=,52
90,*,42,=,3780
41,/,1,=,41
50,-,26,=,24
72,/,8,=,9
77,-,72,=,5
98,-,41,=,57
35,-,39,=,-4
50,-,96,=,-46
38,+,79,=,117
4,+,67,=,71
36,/,36,=,1
80,*,85,=,6800
62,-,29,=,33
60,+,1,=,61
49,-,86,=,-37
47,/,1,=,47
52,+,14,=,66
43,/,1,=,43
53,+,97,=,150
41,+,67,=,108
19,/,19,=,1
74,-,70,=,4
52,*,7,=,364
65,+,99,=,164
25,*,78,=,1950
44,+,24,=,68
50,+,73,=,123
36,+,90,=,126
20,+,79,=,99
14,/,7,=,2
86,+,89,=,175
16,+,75,=,91
9,-,88,=,-79
2,-,2,=,0
48,/,16,=,3
97,*,40,=,3880
85,+,11,=,96
7,/,1,=,7
46,/,2,=,23
89,/,1,=,89
78,-,59,=,19
16,+,57,=,73
35,/,7,=,5
91,+,81,=,172
79,/,1,=,79
20,*,30,=,600
25,-,60,=,-35
71,*,34,=,2414
36,*,50,=,1800
52,/,13,=,4
76,-,21,=,55
5,+,92,=,97
49,+,80,=,129
14,*,67,=,938
79,+,30,=,109
84,*,99,=,8316
40,/,1,=,40
61,+,25,=,86
74,-,31,=,43
49,+,1,=,50
28,-,55,=,-27
19,+,52,=,71
53,*,12,=,636
35,-,96,=,-61
24,/,2,=,12
81,/,9,=,9
30,*,33,=,990
36,/,9,=,4
100,/,4,=,25
38,*,86,=,3268
34,/,2,=,17
78,-,61,=,17
37,*,21,=,777
27,+,94,=,121
89,-,89,=,0
36,/,2,=,18
73,*,38,=,2774
63,/,1,=,63
40,-,47,=,-7
30,+,79,=,109
9,/,1,=,9
56,/,7,=,8
70,-,38,=,32
90,*,71,=,6390
70,+,99,=,169
38,*,2,=,76
40,-,6,=,34
11,*,8,=,88
8,+,12,=,20
96,*,47,=,4512
19,+,11,=,30
95,*,27,=,2565
52,-,66,=,-14
83,-,13,=,70
39,*,100,=,3900
35,+,74,=,109
72,-,23,=,49
89,*,75,=,6675
21,-,73,=,-52
28,/,28,=,1
84,*,34,=,2856
60,+,63,=,123
9,/,9,=,1
31,-,49,=,-18
25,/,1,=,25
45,*,46,=,2070
10,-,28,=,-18
93,*,9,=,837
20,/,10,=,2
56,-,8,=,48
16,-,70,=,-54
92,-,14,=,78
14,*,55,=,770
85,-,17,=,68
96,*,1,=,96
1,+,44,=,45
58,/,1,=,58
99,/,3,=,33
6,/,3,=,2
77,/,11,=,7
74,*,12,=,888
65,-,40,=,25
41,-,42,=,-1
99,-,84,=,15
97,+,30,=,127
78,*,68,=,5304
16,*,17,=,272
74,+,49,=,123
20,-,25,=,-5
71,+,30,=,101
62,/,1,=,62
15,*,28,=,420
31,/,31,=,1
56,-,13,=,43
75,-,90,=,-15
61,-,4,=,57
17,-,6,=,11
87,+,16,=,103
5,/,5,=,1
57,-,37,=,20
13,+,94,=,107
42,/,6,=,7
26,*,49,=,1274
30,*,18,=,540
15,/,5,=,3
94,-,91,=,3
66,-,45,=,21
67,*,3,=,201
45,+,91,=,136
61,-,23,=,38
64,+,98,=,162
81,-,39,=,42
87,*,23,=,2001
99,-,68,=,31
16,/,1,=,16
42,*,30,=,1260
97,/,97,=,1
48,-,9,=,39
56,+,62,=,118
18,-,3,=,15
17,/,17,=,1
7,+,93,=,100
100,-,28,=,72
23,+,93,=,116
14,+,80,=,94
11,*,33,=,363
36,*,96,=,3456
62,/,62,=,1
99,+,99,=,198
28,/,4,=,7
22,*,24,=,528
96,-,20,=,76
19,/,19,=,1
37,/,1,=,37
37,+,43,=,80
11,-,1,=,10
54,+,4,=,58
69,*,5,=,345
40,*,19,=,760
64,*,44,=,2816
16,-,98,=,-82
50,*,92,=,4600
95,-,97,=,-2
50,+,22,=,72
27,*,84,=,2268
45,/,1,=,45
99,-,92,=,7
10,-,13,=,-3
52,/,26,=,2
30,*,47,=,1410
44,/,44,=,1
77,-,89,=,-12
2,+,50,=,52
18,/,1,=,18
86,*,73,=,6278
54,*,72,=,3888
24,-,7,=,17
1,*,65,=,65
89,+,85,=,174
81,/,3,=,27
27,-,93,=,-66
62,/,31,=,2
19,/,19,=,1
41,*,13,=,533
37,/,1,=,37
11,*,31,=,341
35,/,7,=,5
40,-,33,=,7
14,+,78,=,92
92,/,4,=,23
68,-,72,=,-4
11,*,25,=,275
74,/,1,=,74
95,/,1,=,95
43,*,67,=,2881
23,/,23,=,1
73,/,1,=,73
20,+,9,=,29
11,-,9,=,2
9,+,93,=,102
83,/,1,=,83
71,/,71,=,1
73,+,21,=,94
43,+,12,=,55
39,/,39,=,1
38,-,6,=,32
27,/,27,=,1
14,+,56,=,70
60,*,15,=,900
73,*,60,=,4380
55,-,72,=,-17
59,*,98,=,5782
54,/,54,=,1
75,+,68,=,143
76,+,83,=,159
43,/,1,=,43
35,/,1,=,35
57,*,87,=,4959
69,/,23,=,3
28,+,86,=,114
6,/,2,=,3
79,/,79,=,1
33,*,11,=,363
22,+,20,=,42
47,/,1,=,47
75,+,65,=,140
4,-,13,=,-9
95,*,7,=,665
50,/,50,=,1
47,/,1,=,47
72,*,26,=,1872
34,+,64,=,98
93,/,1,=,93
13,+,47,=,60
87,-,72,=,15
13,*,33,=,429
40,*,57,=,2280
99,*,10,=,990
28,/,4,=,7
39,+,50,=,89
61,*,16,=,976
8,-,55,=,-47
72,/,24,=,3
96,*,90,=,8640
42,-,78,=,-36
98,*,7,=,686
17,*,37,=,629
94,/,2,=,47
24,/,3,=,8
31,+,68,=,99
14,-,52,=,-38
35,/,7,=,5
12,/,6,=,2
62,/,2,=,31
30,-,31,=,-1
41,+,88,=,129
33,*,81,=,2673
27,-,3,=,24
35,+,69,=,104
9,/,9,=,1
3,/,3,=,1
12,-,56,=,-44
73,*,29,=,2117
64,+,21,=,85
48,*,29,=,1392
67,/,1,=,67
14,+,51,=,65
95,*,77,=,7315
59,-,45,=,14
75,*,84,=,6300
97,-,70,=,27
46,+,30,=,76
86,-,16,=,70
62,*,48,=,2976
18,*,58,=,1044
24,*,96,=,2304
27,+,29,=,56
84,+,19,=,103
42,-,18,=,24
65,/,13,=,5
1,*,6,=,6
92,/,4,=,23
97,-,77,=,20
8,-,65,=,-57
41,+,95,=,136
63,-,49,=,14
28,/,2,=,14
68,+,67,=,135
30,-,82,=,-52
24,+,66,=,90
84,+,73,=,157
19,+,72,=,91
96,*,92,=,8832
95,*,38,=,3610
32,+,10,=,42
36,*,23,=,828
87,/,87,=,1
28,-,6,=,22
83,/,83,=,1
92,*,14,=,1288
82,/,82,=,1
87,/,87,=,1
100,-,69,=,31
43,+,22,=,65
68,+,54,=,122
22,-,8,=,14
45,+,21,=,66
80,+,57,=,137
68,+,34,=,102
20,-,23,=,-3
65,/,5,=,13
25,+,93,=,118
87,-,19,=,68
89,+,84,=,173
88,/,1,=,88
74,-,68,=,6
68,+,83,=,151
60,/,4,=,15
50,*,73,=,3650
19,-,54,=,-35
90,/,18,=,5
5,-,80,=,-75
36,*,100,=,3600
17,+,23,=,40
25,+,5,=,30
45,*,64,=,2880
43,/,43,=,1
48,/,8,=,6
79,*,77,=,6083
76,*,24,=,1824
21,/,1,=,21
85,/,17,=,5
99,*,92,=,9108
51,/,51,=,1
98,+,35,=,133
87,*,48,=,4176
16,-,87,=,-71
73,/,1,=,73
76,-,96,=,-20
33,+,25,=,58
44,-,76,=,-32
99,*,86,=,8514
28,/,4,=,7
40,-,57,=,-17
12,/,4,=,3
48,*,63,=,3024
87,*,86,=,7482
84,/,1,=,84
77,+,87,=,164
5,+,35,=,40
37,-,32,=,5
7,/,1,=,7
71,+,69,=,140
85,-,35,=,50
40,/,1,=,40
49,*,82,=,4018
52,+,92,=,144
45,-,50,=,-5
18,+,63,=,81
61,+,43,=,104
75,-,7,=,68
26,+,21,=,47
1,-,47,=,-46
83,/,83,=,1
37,-,29,=,8
24,/,6,=,4
57,*,77,=,4389
1,/,1,=,1
51,*,27,=,1377
43,-,34,=,9
2,+,16,=,18
42,*,79,=,3318
21,*,8,=,168
68,+,27,=,95
27,*,81,=,2187
6,*,47,=,282
44,+,9,=,53
85,+,76,=,161
16,/,2,=,8
79,-,5,=,74
96,-,81,=,15
32,/,32,=,1
56,+,53,=,109
7,-,86,=,-79
33,*,40,=,1320
72,+,85,=,157
61,/,61,=,1
40,-,23,=,17
43,+,62,=,105
86,-,74,=,12
50,-,88,=,-38
1,/,1,=,1
32,/,8,=,4
1,*,31,=,31
91,+,5,=,96
87,+,56,=,143
95,/,95,=,1
5,*,23,=,115
76,+,100,=,176
21,/,21,=,1
30,-,17,=,13
71,/,1,=,71
1,/,1,=,1
56,/,14,=,4
3,-,28,=,-25
70,/,2,=,35
16,*,24,=,384
98,-,22,=,76
81,*,13,=,1053
5,-,47,=,-42
81,+,39,=,120
87,+,7,=,94
95,*,98,=,9310
78,*,27,=,2106
91,-,50,=,41
84,+,85,=,169
4,+,84,=,88
60,+,12,=,72
37,/,1,=,37
63,*,89,=,5607
33,/,3,=,11
44,-,94,=,-50
11,*,69,=,759
82,*,27,=,2214
37,*,36,=,1332
32,/,16,=,2
67,/,67,=,1
17,*,68,=,1156
99,+,12,=,111
27,+,83,=,110
100,+,4,=,104
57,+,47,=,104
97,*,82,=,7954
22,*,32,=,704
84,+,31,=,115
69,+,58,=,127
94,-,50,=,44
48,*,30,=,1440
94,-,27,=,67
20,/,5,=,4
40,+,68,=,108
54,*,47,=,2538
88,*,13,=,1144
77,*,35,=,2695
22,/,11,=,2
70,-,70,=,0
52,-,18,=,34
32,/,16,=,2
39,/,39,=,1
79,*,84,=,6636
5,*,71,=,355
13,-,47,=,-34
36,+,5,=,41
14,*,26,=,364
15,-,54,=,-39
65,*,86,=,5590
42,+,48,=,90
70,/,14,=,5
42,+,72,=,114
64,-,9,=,55
46,+,35,=,81
4,-,49,=,-45
88,*,60,=,5280
16,*,34,=,544
71,*,28,=,1988
93,-,15,=,78
68,*,63,=,4284
26,-,61,=,-35
70,/,1,=,70
58,+,8,=,66
28,+,21,=,49
66,+,47,=,113
38,*,77,=,2926
52,*,57,=,2964
48,-,96,=,-48
6,*,41,=,246
88,*,42,=,3696
20,-,89,=,-69
78,+,92,=,170
54,-,26,=,28
98,+,8,=,106
33,+,53,=,86
39,-,4,=,35
10,+,72,=,82
10,*,81,=,810
64,-,70,=,-6
68,-,83,=,-15
16,-,26,=,-10
22,+,23,=,45
46,-,39,=,7
18,*,25,=,450
17,*,53,=,901
35,*,41,=,1435
100,+,86,=,186
51,*,40,=,2040
98,-,67,=,31
84,-,37,=,47
22,-,10,=,12
22,/,11,=,2
86,-,55,=,31
9,/,3,=,3
15,+,97,=,112
94,-,42,=,52
56,+,2,=,58
63,/,9,=,7
35,+,61,=,96
47,*,25,=,1175
5,-,94,=,-89
29,/,1,=,29
45,-,4,=,41
3,+,83,=,86
46,-,10,=,36
20,-,53,=,-33
35,*,64,=,2240
63,-,74,=,-11
83,-,24,=,59
11,+,77,=,88
44,-,57,=,-13
41,+,60,=,101
34,+,61,=,95
39,/,39,=,1
65,*,72,=,4680
43,*,10,=,430
56,/,1,=,56
46,+,81,=,127
63,/,63,=,1
79,+,99,=,178
97,+,97,=,194
19,/,1,=,19
44,+,13,=,57
14,+,83,=,97
18,*,88,=,1584
21,*,60,=,1260
96,*,49,=,4704
98,/,98,=,1
65,*,21,=,1365
41,/,41,=,1
4,-,61,=,-57
38,*,43,=,1634
47,+,98,=,145
77,/,1,=,77
63,*,15,=,945
29,+,15,=,44
62,*,84,=,5208
16,*,78,=,1248
23,-,70,=,-47
32,+,11,=,43
100,+,93,=,193
22,*,11,=,242
39,*,8,=,312
59,*,32,=,1888
41,+,75,=,116
94,-,16,=,78
33,+,76,=,109
54,-,71,=,-17
73,+,51,=,124
54,+,69,=,123
2,*,94,=,188
99,-,26,=,73
9,-,74,=,-65
89,/,89,=,1
83,-,56,=,27
96,+,86,=,182
38,+,63,=,101
86,/,43,=,2
39,+,91,=,130
37,*,89,=,3293
99,/,3,=,33
70,-,96,=,-26
71,+,19,=,90
62,+,78,=,140
11,+,50,=,61
56,+,42,=,98
21,-,65,=,-44
2,/,1,=,2
18,*,47,=,846
65,-,97,=,-32
9,*,99,=,891
1,+,26,=,27
70,*,72,=,5040
70,-,45,=,25
70,-,26,=,44
32,-,60,=,-28
23,+,71,=,94
44,*,72,=,3168
15,-,98,=,-83
10,+,82,=,92
95,*,37,=,3515
52,+,71,=,123
31,-,24,=,7
91,-,66,=,25
36,+,37,=,73
27,-,6,=,21
12,+,99,=,111
37,-,63,=,-26
77,*,76,=,5852
63,/,63,=,1
87,/,3,=,29
12,-,96,=,-84
45,+,2,=,47
61,-,79,=,-18
83,*,10,=,830
77,*,89,=,6853
10,/,5,=,2
75,+,7,=,82
55,/,11,=,5
3,*,47,=,141
74,-,5,=,69
12,/,2,=,6
12,-,29,=,-17
2,-,69,=,-67
39,-,93,=,-54
5,/,5,=,1
65,*,70,=,4550
76,*,28,=,2128
95,+,99,=,194
55,/,55,=,1
43,+,21,=,64
14,+,90,=,104
14,/,1,=,14
73,+,37,=,110
12,/,6,=,2
40,*,38,=,1520
75,-,22,=,53
36,-,51,=,-15
90,/,90,=,1
78,*,72,=,5616
62,-,35,=,27
98,+,5,=,103
64,-,11,=,53
43,*,83,=,3569
93,+,79,=,172
100,*,12,=,1200
31,*,22,=,682
91,-,99,=,-8
35,*,48,=,1680
72,-,15,=,57
88,/,1,=,88
76,/,4,=,19
19,+,33,=,52
99,/,11,=,9
88,+,87,=,175
14,*,29,=,406
16,-,80,=,-64
2,-,12,=,-10
74,/,37,=,2
93,*,27,=,2511
95,-,81,=,14
46,*,77,=,3542
8,/,2,=,4
87,/,87,=,1
19,+,97,=,116
67,+,66,=,133
48,+,89,=,137
30,-,62,=,-32
23,/,23,=,1
21,-,81,=,-60
87,/,29,=,3
41,*,89,=,3649
95,*,89,=,8455
26,+,77,=,103
24,/,6,=,4
71,/,71,=,1
12,*,93,=,1116
67,-,69,=,-2
79,+,64,=,143
64,/,1,=,64
17,*,97,=,1649
92,/,4,=,23
10,/,5,=,2
28,-,50,=,-22
90,-,66,=,24
79,*,82,=,6478
54,*,43,=,2322
19,*,24,=,456
40,+,5,=,45
60,+,69,=,129
45,*,59,=,2655
75,-,56,=,19
94,*,32,=,3008
32,*,92,=,2944
25,/,25,=,1
43,+,98,=,141
51,+,85,=,136
77,*,34,=,2618
38,*,7,=,266
87,/,87,=,1
77,*,27,=,2079
48,/,24,=,2
93,/,1,=,93
39,/,3,=,13
32,*,19,=,608
74,-,33,=,41
21,+,25,=,46
2,*,17,=,34
39,+,44,=,83
10,*,94,=,940
56,+,1,=,57
32,+,86,=,118
6,*,64,=,384
94,/,2,=,47
42,*,49,=,2058
18,*,89,=,1602
32,/,1,=,32
84,/,14,=,6
62,-,40,=,22
18,-,36,=,-18
16,+,19,=,35
23,*,42,=,966
7,/,7,=,1
29,/,1,=,29
50,*,46,=,2300
71,/,1,=,71
40,/,8,=,5
40,*,66,=,2640
71,/,1,=,71
18,-,93,=,-75
74,*,77,=,5698
92,*,84,=,7728
9,+,14,=,23
16,*,91,=,1456
55,-,22,=,33
100,*,4,=,400
30,/,3,=,10
67,-,44,=,23
18,-,13,=,5
24,*,87,=,2088
11,-,59,=,-48
31,*,26,=,806
5,/,1,=,5
85,*,95,=,8075
99,/,9,=,11
20,+,48,=,68
44,*,86,=,3784
86,-,68,=,18
95,-,62,=,33
32,-,44,=,-12
28,*,54,=,1512
62,-,45,=,17
79,*,65,=,5135
48,-,26,=,22
26,+,62,=,88
2,*,88,=,176
30,+,74,=,104
64,+,26,=,90
6,+,4,=,10
49,*,37,=,1813
88,-,11,=,77
30,/,15,=,2
100,*,37,=,3700
8,/,2,=,4
57,+,45,=,102
44,-,91,=,-47
91,+,52,=,143
12,+,60,=,72
8,-,43,=,-35
16,+,76,=,92
41,+,67,=,108
93,-,16,=,77
53,+,22,=,75
4,/,4,=,1
92,-,11,=,81
84,*,91,=,7644
96,+,87,=,183
1,-,80,=,-79
8,+,81,=,89
67,-,23,=,44
91,-,58,=,33
61,+,85,=,146
50,*,65,=,3250
50,/,5,=,10
69,*,55,=,3795
42,+,41,=,83
47,-,91,=,-44
94,+,48,=,142
92,*,30,=,2760
34,*,49,=,1666
31,*,12,=,372
23,*,92,=,2116
41,-,85,=,-44
67,+,57,=,124
3,*,9,=,27
32,/,16,=,2
76,*,51,=,3876
3,+,18,=,21
39,+,27,=,66
82,/,2,=,41
23,*,15,=,345
10,-,41,=,-31
43,/,1,=,43
12,/,6,=,2
100,+,70,=,170
25,-,48,=,-23
59,+,72,=,131
78,/,26,=,3
8,+,63,=,71
74,-,20,=,54
21,*,49,=,1029
26,*,40,=,1040
19,-,11,=,8
71,-,32,=,39
59,+,82,=,141
25,+,88,=,113
63,+,84,=,147
92,*,87,=,8004
73,*,8,=,584
100,*,81,=,8100
96,+,79,=,175
38,*,85,=,3230
93,/,31,=,3
99,+,65,=,164
81,/,9,=,9
43,*,93,=,3999
39,+,86,=,125
78,/,13,=,6
23,/,23,=,1
36,/,18,=,2
71,+,86,=,157
71,*,14,=,994
79,-,60,=,19
99,/,9,=,11
75,-,42,=,33
65,-,31,=,34
34,-,6,=,28
16,-,28,=,-12
91,*,41,=,3731
98,+,96,=,194
72,-,86,=,-14
6,-,25,=,-19
56,-,39,=,17
84,-,88,=,-4
25,*,29,=,725
4,/,1,=,4
8,+,33,=,41
1,*,86,=,86
54,-,88,=,-34
55,/,11,=,5
84,+,6,=,90
24,+,89,=,113
27,-,68,=,-41
27,*,39,=,1053
77,-,28,=,49
54,-,35,=,19
17,-,32,=,-15
52,+,12,=,64
61,+,13,=,74
21,*,80,=,1680
67,-,71,=,-4
67,/,67,=,1
71,*,65,=,4615
50,*,68,=,3400
58,+,59,=,117
20,-,18,=,2
24,+,77,=,101
90,*,39,=,3510
26,-,16,=,10
31,-,25,=,6
67,+,82,=,149
88,-,60,=,28
71,+,70,=,141
97,-,55,=,42
14,/,14,=,1
61,-,36,=,25
17,*,45,=,765
14,*,60,=,840
41,*,77,=,3157
2,-,21,=,-19
13,*,44,=,572
43,/,1,=,43
77,-,95,=,-18
64,/,64,=,1
84,/,28,=,3
45,+,82,=,127
75,/,5,=,15
65,-,27,=,38
76,/,76,=,1
57,+,90,=,147
74,/,74,=,1
3,-,25,=,-22
27,-,72,=,-45
97,-,55,=,42
5,+,16,=,21
90,+,64,=,154
83,+,56,=,139
39,+,70,=,109
24,+,31,=,55
54,+,22,=,76
86,/,1,=,86
41,/,1,=,41
55,+,32,=,87
26,/,26,=,1
3,-,90,=,-87
44,+,32,=,76
42,/,14,=,3
90,-,68,=,22
4,*,7,=,28
30,-,64,=,-34
25,*,95,=,2375
90,+,22,=,112
26,*,67,=,1742
89,*,84,=,7476
38,/,19,=,2
29,+,92,=,121
97,/,97,=,1
65,+,85,=,150
49,*,20,=,980
2,*,94,=,188
81,-,95,=,-14
61,+,77,=,138
21,-,78,=,-57
38,+,82,=,120
93,-,15,=,78
20,/,4,=,5
37,+,100,=,137
57,-,31,=,26
61,-,65,=,-4
68,/,17,=,4
76,/,19,=,4
4,/,2,=,2
56,-,87,=,-31
66,+,32,=,98
61,/,61,=,1
98,+,54,=,152
25,-,12,=,13
66,+,44,=,110
64,/,64,=,1
18,-,25,=,-7
81,/,9,=,9
54,/,18,=,3
31,*,37,=,1147
95,*,40,=,3800
69,*,45,=,3105
37,+,28,=,65
40,*,52,=,2080
21,/,21,=,1
28,-,28,=,0
24,-,45,=,-21
48,*,89,=,4272
79,+,36,=,115
14,/,1,=,14
75,*,93,=,6975
82,-,14,=,68
74,-,20,=,54
45,+,35,=,80
36,/,36,=,1
77,*,42,=,3234
38,/,19,=,2
62,+,82,=,144
65,-,43,=,22
71,-,87,=,-16
99,-,46,=,53
33,-,42,=,-9
11,/,11,=,1
43,+,1,=,44
82,+,75,=,157
95,*,46,=,4370
24,*,90,=,2160
71,/,1,=,71
36,*,89,=,3204
43,-,46,=,-3
26,-,50,=,-24
7,+,35,=,42
100,-,6,=,94
59,*,25,=,1475
75,*,45,=,3375
40,*,82,=,3280
22,*,58,=,1276
70,+,66,=,136
84,-,46,=,38
90,/,5,=,18
71,+,65,=,136
56,/,14,=,4
79,*,42,=,3318
45,/,45,=,1
11,+,54,=,65
18,*,24,=,432
80,-,1,=,79
72,+,24,=,96
76,/,19,=,4
49,/,49,=,1
2,/,1,=,2
33,+,33,=,66
100,+,65,=,165
8,*,31,=,248
31,+,5,=,36
62,/,1,=,62
70,/,70,=,1
94,/,1,=,94
44,*,87,=,3828
30,-,32,=,-2
18,-,8,=,10
54,+,64,=,118
74,-,74,=,0
43,-,14,=,29
49,/,7,=,7
77,/,77,=,1
30,+,59,=,89
7,-,72,=,-65
53,-,53,=,0
6,+,53,=,59
41,/,41,=,1
6,-,55,=,-49
55,+,70,=,125
43,-,4,=,39
92,-,87,=,5
94,/,94,=,1
17,*,58,=,986
42,-,46,=,-4
54,/,18,=,3
68,-,93,=,-25
93,+,58,=,151
79,-,95,=,-16
1,*,91,=,91
87,*,60,=,5220
93,*,70,=,6510
2,/,1,=,2
64,+,53,=,117
67,+,43,=,110
30,-,95,=,-65
26,*,45,=,1170
44,+,39,=,83
90,+,36,=,126
54,/,9,=,6
90,*,78,=,7020
97,+,46,=,143
81,+,72,=,153
94,-,25,=,69
99,*,13,=,1287
10,-,87,=,-77
58,-,47,=,11
65,+,12,=,77
37,*,66,=,2442
88,/,11,=,8
67,-,4,=,63
37,+,46,=,83
72,+,23,=,95
26,-,97,=,-71
26,+,5,=,31
92,+,73,=,165
80,/,5,=,16
19,+,39,=,58
31,-,33,=,-2
100,+,82,=,182
38,/,2,=,19
49,-,3,=,46
30,/,2,=,15
70,/,5,=,14
95,+,55,=,150
32,+,41,=,73
19,/,1,=,19
19,-,38,=,-19
80,-,38,=,42
13,+,56,=,69
64,/,16,=,4
48,*,79,=,3792
64,-,97,=,-33
8,+,90,=,98
79,/,1,=,79
22,+,13,=,35
73,+,73,=,146
31,-,99,=,-68
96,-,36,=,60
87,*,45,=,3915
26,-,48,=,-22
77,+,67,=,144
6,+,66,=,72
54,+,13,=,67
21,-,34,=,-13
70,-,87,=,-17
18,/,1,=,18
13,/,13,=,1
9,*,15,=,135
29,/,29,=,1
22,+,80,=,102
26,*,25,=,650
99,*,60,=,5940
17,-,85,=,-68
93,-,56,=,37
48,/,48,=,1
49,-,12,=,37
48,+,91,=,139
46,+,67,=,113
83,+,98,=,181
10,/,2,=,5
4,/,1,=,4
43,+,74,=,117
50,-,42,=,8
92,-,87,=,5
89,+,98,=,187
4,-,95,=,-91
25,*,79,=,1975
85,/,85,=,1
59,/,59,=,1
85,+,46,=,131
28,*,96,=,2688
29,-,37,=,-8
81,/,27,=,3
66,*,16,=,1056
47,*,82,=,3854
46,/,23,=,2
31,+,96,=,127
91,/,1,=,91
16,/,4,=,4
47,/,1,=,47
46,+,31,=,77
43,-,63,=,-20
82,-,21,=,61
55,+,65,=,120
42,-,44,=,-2
90,-,43,=,47
42,/,3,=,14
18,/,9,=,2
5,-,62,=,-57
2,*,82,=,164
87,*,11,=,957
22,*,47,=,1034
33,+,92,=,125
7,*,80,=,560
94,-,59,=,35
93,/,1,=,93
8,/,4,=,2
55,-,79,=,-24
96,*,10,=,960
30,/,3,=,10
4,*,95,=,380
42,+,70,=,112
5,+,26,=,31
1,+,95,=,96
21,/,21,=,1
46,*,2,=,92
83,+,62,=,145
84,*,36,=,3024
53,*,68,=,3604
78,-,38,=,40
94,*,71,=,6674
35,*,38,=,1330
39,*,61,=,2379
3,+,60,=,63
2,-,4,=,-2
41,/,41,=,1
50,+,73,=,123
46,-,5,=,41
28,/,28,=,1
12,+,46,=,58
79,-,44,=,35
45,+,15,=,60
92,*,78,=,7176
28,+,40,=,68
85,+,36,=,121
98,+,8,=,106
97,+,78,=,175
75,+,4,=,79
30,+,81,=,111
85,*,89,=,7565
32,/,32,=,1
57,+,4,=,61
82,-,43,=,39
93,*,28,=,2604
77,/,77,=,1
5,-,94,=,-89
98,*,50,=,4900
48,+,46,=,94
38,/,38,=,1
80,-,31,=,49
93,+,55,=,148
47,-,54,=,-7
75,*,44,=,3300
50,*,58,=,2900
3,/,1,=,3
91,-,11,=,80
74,/,1,=,74
39,+,33,=,72
87,/,1,=,87
21,+,84,=,105
90,*,97,=,8730
58,*,21,=,1218
45,*,5,=,225
2,*,65,=,130
60,-,95,=,-35
82,-,88,=,-6
71,-,88,=,-17
7,*,58,=,406
14,-,82,=,-68
97,*,91,=,8827
28,-,67,=,-39
14,-,29,=,-15
6,/,6,=,1
87,*,26,=,2262
90,+,3,=,93
7,-,72,=,-65
99,/,1,=,99
32,/,32,=,1
57,/,3,=,19
43,-,52,=,-9
9,/,1,=,9
53,*,29,=,1537
86,/,1,=,86
86,/,43,=,2
9,/,9,=,1
64,+,46,=,110
55,+,76,=,131
74,+,28,=,102
49,+,3,=,52
2,/,1,=,2
96,/,4,=,24
70,/,70,=,1
10,/,1,=,10
80,*,75,=,6000
52,+,23,=,75
1,/,1,=,1
31,-,72,=,-41
94,/,94,=,1
47,*,92,=,4324
20,*,94,=,1880
51,-,11,=,40
9,*,49,=,441
5,+,45,=,50
50,/,2,=,25
55,+,41,=,96
31,/,1,=,31
34,*,19,=,646
69,/,1,=,69
85,+,45,=,130
31,*,88,=,2728
10,-,23,=,-13
34,/,34,=,1
47,+,36,=,83
74,+,72,=,146
58,*,63,=,3654
44,+,25,=,69
40,+,94,=,134
93,-,42,=,51
25,-,2,=,23
100,-,45,=,55
31,*,21,=,651
3,+,49,=,52
36,-,84,=,-48
92,/,4,=,23
6,*,59,=,354
57,-,57,=,0
7,/,1,=,7
25,-,47,=,-22
28,/,1,=,28
13,-,25,=,-12
19,-,27,=,-8
74,-,85,=,-11
63,-,39,=,24
47,-,82,=,-35
92,-,14,=,78
24,+,19,=,43
10,-,61,=,-51
32,+,92,=,124
68,+,72,=,140
10,*,61,=,610
56,/,7,=,8
8,+,33,=,41
9,+,14,=,23
35,-,35,=,0
94,+,26,=,120
32,*,47,=,1504
58,-,74,=,-16
63,/,63,=,1
32,-,98,=,-66
48,-,31,=,17
83,*,64,=,5312
73,/,1,=,73
52,-,20,=,32
41,*,51,=,2091
71,-,69,=,2
1,+,36,=,37
97,+,3,=,100
10,/,1,=,10
98,*,12,=,1176
3,*,93,=,279
25,*,34,=,850
41,-,21,=,20
67,/,67,=,1
